run_id,market_id,market_name,fingerprint_available,fingerprint_tier,fingerprint_red_flag,fingerprint_bonus,matched_wallets,matched_stake_usd,matched_outcome,candidate_wallets,window_trade_usd,window_start_utc,window_end_utc,fingerprint_reason
20260926T121643Z,630628,Will the Republicans win the Alabama Senate race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629030,Will Karen Bass win the 2026 Los Angeles mayoral election?,True,none,False,0.0,0,0.0,,0,101070.6,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629040,Will Nithya Raman win the 2026 Los Angeles mayoral election?,True,none,False,0.0,0,0.0,,0,160931.81,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629183,Will the Democrats win the Arizona governor race in 2026?,True,none,False,0.0,0,0.0,,0,3618.6,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629184,Will the Republicans win the Arizona governor race in 2026?,True,none,False,0.0,0,0.0,,0,1886.48,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629270,Will the Democrats win the Alabama governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629271,Will the Republicans win the Alabama governor race in 2026?,True,none,False,0.0,0,0.0,,0,1361.96,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629283,Will the Democrats win the Arkansas governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629284,Will the Republicans win the Arkansas governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629296,Will the Democrats win the Colorado governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629297,Will the Republicans win the Colorado governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629312,Will the Republicans win the Connecticut governor race in 2026?,True,none,False,0.0,0,0.0,,0,0.0,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
20260926T121643Z,629324,Will the Democrats win the Florida governor race in 2026?,True,none,False,0.0,0,0.0,,0,20519.26,2026-09-19T12:16:43Z,2026-09-26T12:16:43Z,no wallet fit the fresh + focused + large long-shot fingerprint
